Symbol,revenue,eps_basic,cash_and_equiv,total_assets,total_liabilities,retained_earnings,total_liabilities_and_equity,cf_cfo,total_assets_growth,equity_to_assets,period_end_date,Average_Stock_Value_After_Result
KMB,4594000000,1.53,884000000.0,14899000000,14348000000,0,14899000000.0,948000000,-0.0019,0.0369,2016-09,116.07571471683563
KMB,4629000000,1.41,923000000.0,14602000000,14485000000,5831000000,14602000000.0,871000000,-0.0161,0.008,2016-12,126.10951651296308
KMB,4504000000,1.58,835000000.0,14758000000,14396000000,0,14758000000.0,436000000,-0.0041,0.0245,2017-03,130.14508008200025
KMB,4576000000,1.5,1051000000.0,15070000000,14739000000,0,15070000000.0,825000000,0.0203,0.0219,2017-06,122.11682540651351
KMB,4665000000,1.61,655000000.0,15049000000,14551000000,0,15049000000.0,805000000,0.01,0.033,2017-09,116.62936570909288
KMB,4603000000,1.76,616000000.0,15151000000,14269000000,5769000000,15151000000.0,863000000,0.0375,0.0582,2017-12,113.84344282306608
KMB,4731000000,0.27,626000000.0,15303000000,14748000000,0,15303000000.0,542000000,0.0369,0.0362,2018-03,103.89437484741212
KMB,4604000000,1.3,484000000.0,14564000000,14386000000,0,14564000000.0,787000000,-0.0335,0.0122,2018-06,112.13253977942088
KMB,4582000000,1.3,494000000.0,14583000000,14471000000,0,14583000000.0,692000000,-0.0309,0.0076,2018-09,110.92403227283108
KMB,4569000000,1.19,539000000.0,14518000000,14564000000,5947000000,14518000000.0,949000000,-0.0417,-0.0031,2018-12,116.17919380434098
KMB,4633000000,1.32,491000000.0,15204000000,15286000000,0,15204000000.0,317000000,-0.0064,-0.0053,2019-03,128.96174609471882
KMB,4594000000,1.41,534000000.0,15347000000,15297000000,6170000000,15347000000.0,609000000,0.0537,0.0032,2019-06,137.35301571800596
KMB,4640000000,1.95,416000000.0,15033000000,14945000000,6485000000,15033000000.0,886000000,0.0308,0.0058,2019-09,135.21825469486296
KMB,4583000000,1.6,442000000.0,15283000000,15089000000,6686000000,15283000000.0,924000000,0.0526,0.0126,2019-12,138.49370993337322
KMB,5009000000,1.93,979000000.0,15677000000,15631000000,6978000000,15677000000.0,704000000,0.0311,0.0029,2020-03,137.82619113013857
KMB,4612000000,2.0,1448000000.0,16173000000,15678000000,7299000000,16173000000.0,1579000000,0.0538,0.0306,2020-06,150.20301528204055
KMB,4683000000,1.38,1518000000.0,16531000000,15954000000,7395000000,16531000000.0,559000000,0.0996,0.0349,2020-09,140.08936564127603
KMB,4836000000,1.59,303000000.0,17523000000,16654000000,7567000000,17523000000.0,887000000,0.1465,0.0495,2020-12,132.76161292291457
KMB,4743000000,1.73,320000000.0,17226000000,16480000000,7764000000,17226000000.0,321000000,0.0988,0.0433,2021-03,133.49666801331534
KMB,4722000000,1.2,306000000.0,17827000000,17069000000,7798000000,17827000000.0,565000000,0.1022,0.0425,2021-06,136.06730167449467
KMB,5010000000,1.39,286000000.0,17775000000,17068000000,7883000000,17775000000.0,782000000,0.0752,0.0397,2021-09,134.47396826365636
KMB,4965000000,1.06,270000000.0,17837000000,17100000000,7858000000,17837000000.0,1062000000,0.0179,0.0413,2021-12,132.1331743512835
KMB,5095000000,1.55,493000000.0,18672000000,17818000000,7988000000,18672000000.0,204000000,0.0839,0.0457,2022-03,131.54241918748426
KMB,5063000000,1.3,311000000.0,18114000000,17372000000,8022000000,18114000000.0,740000000,0.016,0.0409,2022-06,130.32190486363
KMB,5053000000,1.38,362000000.0,17836000000,17253000000,8086000000,17836000000.0,798000000,0.0034,0.0326,2022-09,127.0538098774259
KMB,4964000000,1.5,427000000.0,17970000000,17270000000,8201000000,17970000000.0,991000000,0.0074,0.0389,2022-12,129.88370969218593
KMB,5195000000,1.68,524000000.0,18177000000,17316000000,8365000000,18177000000.0,613000000,-0.0265,0.0473,2023-03,139.15274269350112
KMB,5134000000,0.3,580000000.0,17383000000,16732000000,8040000000,17383000000.0,787000000,-0.0403,0.0374,2023-06,129.18238091847255
KMB,5132000000,1.74,814000000.0,17153000000,16313000000,8217000000,17153000000.0,927000000,-0.0382,0.0489,2023-09,120.8696821909102
ODC,40023000,0.04,2659000.0,130460000,58766000,89572000,130460000.0,513000,-0.0386,0.5495,2001-10,5.79134425178903
ODC,43780000,0.0,4290000.0,129789000,58560000,89173000,129789000.0,3888000,-0.0192,0.5488,2002-01,6.964952400752476
ODC,39261000,0.07,6795000.0,125490000,54169000,89203000,125490000.0,3700000,-0.0399,0.5683,2002-04,7.082158800155398
ODC,39281000,-0.27,7154000.0,125035000,55964000,86790000,125035000.0,10068000,-0.042,0.5524,2002-07,6.230250015854836
ODC,37730000,0.05,4167000.0,122722000,53744000,86727000,122722000.0,1447000,-0.0593,0.562,2002-10,6.6653114537723726
ODC,44456000,0.17,3037000.0,126751000,57056000,87474000,126751000.0,2632000,-0.0234,0.5498,2003-01,7.919619045560322
ODC,46125000,0.14,4772000.0,125863000,56522000,87987000,125863000.0,8475000,0.0029,0.5509,2003-04,9.030095160953582
ODC,44730000,0.05,4753000.0,126823000,57809000,88002000,126823000.0,4822000,0.0142,0.5441,2003-07,9.670125052332878
ODC,46292000,0.27,1190000.0,122730000,52852000,89212000,122730000.0,-1728000,0.0001,0.5693,2003-10,12.49495084168481
ODC,47800000,0.27,5911000.0,127042000,55384000,90427000,127042000.0,8551000,0.0022,0.564,2004-01,13.436444358220175
ODC,46616000,0.28,4853000.0,127879000,54821000,91736000,127879000.0,6889000,0.016,0.5713,2004-04,13.09109672423332
ODC,44803000,-0.04,6348000.0,128875000,56617000,90985000,128875000.0,4865000,0.0161,0.5606,2004-07,12.053375035524368
ODC,44121000,0.2,4616000.0,125007000,52339000,91700000,125007000.0,1028000,0.0185,0.5813,2004-10,13.723096786006804
ODC,49481000,0.33,4677000.0,127129000,52890000,93098000,127129000.0,4631000,0.0006,0.5839,2005-01,14.79822229960608
ODC,48249000,0.3,3711000.0,121445000,47753000,94511000,121445000.0,2160000,-0.0503,0.6067,2005-04,14.08939676436167
ODC,46017000,0.18,5945000.0,123571000,49717000,94891000,123571000.0,5166000,-0.0411,0.5976,2005-07,14.097749948501589
ODC,47789000,0.16,5853000.0,126588000,52448000,95311000,126588000.0,1891000,0.0126,0.5856,2005-10,14.146622907919962
ODC,53963000,0.3,6873000.0,143142000,67807000,96437000,143142000.0,-1436000,0.1259,0.5262,2006-01,15.694222283741784
ODC,51764000,0.19,7825000.0,139110000,63263000,97023000,139110000.0,2919000,0.1454,0.5452,2006-04,15.722793685065376
ODC,51694000,0.18,6607000.0,139547000,66311000,97390000,139547000.0,7261000,0.1292,0.5248,2006-07,14.74328115582466
ODC,52129000,0.27,8127000.0,138245000,64944000,97047000,138245000.0,2039000,0.092,0.5302,2006-10,16.547499910990396
ODC,52873000,0.32,9572000.0,140535000,65300000,98252000,140535000.0,5074000,-0.0182,0.5353,2007-01,17.379682465205118
ODC,52956000,0.32,10061000.0,138546000,61023000,99414000,138546000.0,2999000,-0.004,0.5595,2007-04,17.55952380952381
ODC,54159000,0.32,12133000.0,142087000,61845000,100503000,142087000.0,6739000,0.0182,0.5647,2007-07,17.650468692183495
ODC,55285000,0.38,5370000.0,143056000,59698000,102144000,143056000.0,4000,0.0348,0.5826,2007-10,21.04163939053895
ODC,58026000,0.32,4325000.0,145361000,60423000,103386000,145361000.0,2718000,0.0343,0.5843,2008-01,18.2190476977636
ODC,59543000,0.29,8165000.0,144538000,58053000,104550000,144538000.0,3401000,0.0432,0.5983,2008-04,17.29269840603783
ODC,59505000,0.35,6848000.0,148988000,61362000,105966000,148988000.0,5218000,0.0485,0.5881,2008-07,16.50671862065792
ODC,63128000,0.32,1308000.0,143142000,55242000,107199000,143142000.0,-2582000,0.0006,0.614,2008-10,17.30639343574399
ODC,59130000,0.33,2272000.0,143591000,53958000,108637000,143591000.0,4528000,-0.0121,0.6242,2009-01,15.048412640889486
ODC,58053000,0.34,11680000.0,144104000,52702000,110053000,144104000.0,6361000,-0.003,0.6342,2009-04,15.775873047964913
ODC,55934000,0.35,11839000.0,149261000,59698000,111593000,149261000.0,7507000,0.0018,0.6,2009-07,15.305781215429306
ODC,53404000,0.31,16028000.0,149126000,58162000,112790000,149126000.0,7639000,0.0418,0.6099,2009-10,15.477213140393866
ODC,54734000,0.32,20864000.0,153866000,61619000,114042000,153866000.0,6124000,0.0715,0.5995,2010-01,18.24555551438105
ODC,56259000,0.36,21639000.0,153539000,59797000,115579000,153539000.0,6333000,0.0654,0.6105,2010-04,21.61698411002992
ODC,54653000,0.34,18762000.0,153982000,63393000,116917000,153982000.0,6120000,0.0316,0.5883,2010-07,21.10531243681908
ODC,56285000,0.38,16099000.0,151343000,59192000,118198000,151343000.0,-464000,0.0148,0.6088,2010-10,21.26677417755127
ODC,57201000,0.27,19282000.0,172061000,80187000,118819000,172061000.0,7720000,0.1182,0.5339,2011-01,20.344444456554594
ODC,55538000,0.28,15452000.0,171359000,77965000,119624000,171359000.0,3864000,0.116,0.545,2011-04,20.826508052765377
ODC,57731000,0.4,17885000.0,173393000,78095000,121388000,173393000.0,1988000,0.126,0.5496,2011-07,18.906718850135803
ODC,59582000,0.16,21000000.0,172518000,77138000,121256000,172518000.0,377000,0.1399,0.5528,2011-10,20.197868753652106
ODC,60203000,0.49,27359000.0,174222000,76483000,123363000,174222000.0,9904000,0.0125,0.561,2012-01,20.86888897608197
ODC,59780000,0.28,25649000.0,171938000,75519000,124119000,171938000.0,5355000,0.0033,0.5607,2012-04,20.583809443882533
ODC,61116000,-0.01,27093000.0,174267000,88959000,122901000,174267000.0,7703000,0.005,0.4895,2012-07,22.87777785649376
ODC,61417000,0.69,27177000.0,174708000,85670000,126196000,174708000.0,4424000,0.0126,0.5096,2012-10,25.01655738080134
ODC,61122000,0.33,25430000.0,176418000,86577000,125997000,176418000.0,6387000,0.0126,0.5092,2013-01,27.05873023139106
ODC,64152000,0.5,22649000.0,180854000,87404000,129248000,180854000.0,8463000,0.0518,0.5167,2013-04,28.10428570944165
ODC,63892000,0.73,24035000.0,183559000,80621000,132750000,183559000.0,4092000,0.0533,0.5607,2013-07,32.728281289339066
ODC,63546000,0.44,17776000.0,178429000,73559000,134382000,178429000.0,-652000,0.0212,0.5877,2013-10,37.05590163684282
ODC,69305000,0.65,12082000.0,183860000,75802000,137422000,183860000.0,3052000,0.0421,0.5877,2014-01,33.82968227447025
ODC,67417000,0.11,16436000.0,184637000,76645000,136901000,184637000.0,8310000,0.0209,0.5848,2014-04,30.90904756576296
ODC,66045000,0.07,16230000.0,186204000,81896000,136039000,186204000.0,5586000,0.0144,0.5601,2014-07,28.66453132033348
ODC,66044000,0.32,8406000.0,180727000,75380000,136846000,180727000.0,1748000,0.0128,0.5829,2014-10,29.999016464733685
ODC,64643000,0.43,12763000.0,184314000,77387000,138330000,184314000.0,8859000,0.0024,0.5801,2015-01,31.996031746031747
ODC,65196000,0.21,14379000.0,185426000,78056000,138405000,185426000.0,5661000,0.0042,0.579,2015-04,30.15603171454536
ODC,65519000,0.77,20138000.0,190031000,79503000,142095000,190031000.0,10708000,0.0205,0.5816,2015-07,25.04281255602837
ODC,67795000,0.82,21011000.0,192086000,76860000,146080000,192086000.0,8516000,0.0628,0.5998,2015-10,33.866885107071674
ODC,65367000,0.57,13827000.0,199055000,80984000,148493000,199055000.0,8535000,0.0799,0.5931,2016-01,35.115238068595765
ODC,64235000,-0.14,17194000.0,196149000,79598000,146195000,196149000.0,2358000,0.0578,0.5941,2016-04,34.22920647878495
ODC,64916000,0.79,18629000.0,204815000,89264000,149945000,204815000.0,5762000,0.0777,0.5641,2016-07,36.3714063167572
ODC,66612000,0.3,15991000.0,200067000,83293000,150475000,200067000.0,1325000,0.0415,0.5836,2016-10,37.191311382856526
ODC,65174000,0.63,17560000.0,206574000,86069000,153240000,206574000.0,7768000,0.0377,0.5833,2017-01,36.43857156662714
ODC,64745000,0.48,13603000.0,212053000,89265000,154966000,212053000.0,11940000,0.081,0.579,2017-04,39.527301606677824
ODC,65776000,0.2,9095000.0,212575000,86538000,154735000,212575000.0,5916000,0.0378,0.5929,2017-07,42.77250009775162
ODC,66646000,0.45,8401000.0,206917000,78807000,156226000,206917000.0,2568000,0.0342,0.6191,2017-10,42.60901610577693
ODC,68894000,-0.17,9381000.0,205535000,79273000,153571000,205535000.0,9061000,-0.005,0.6143,2018-01,38.545872945634144
ODC,64847000,0.53,10613000.0,198010000,68997000,157862000,198010000.0,-8840000,-0.0662,0.6515,2018-04,41.57682539924743
ODC,65613000,0.4,12757000.0,194682000,62797000,158935000,194682000.0,7823000,-0.0841,0.6774,2018-07,37.8409375846386
ODC,66143000,0.13,9019000.0,196951000,65164000,158185000,196951000.0,684000,-0.0481,0.6691,2018-10,28.63233324686686
ODC,69880000,0.33,9375000.0,193137000,60373000,158788000,193137000.0,2008000,-0.0603,0.6874,2019-01,30.1512698218936
ODC,70885000,0.81,16224000.0,198478000,60963000,162718000,198478000.0,12672000,0.0023,0.6928,2019-04,31.853333185589506
ODC,70117000,0.54,21862000.0,205227000,69681000,164756000,205227000.0,11379000,0.0541,0.6604,2019-07,32.63453108072281
ODC,71122000,0.51,19260000.0,209742000,71806000,166526000,209742000.0,6692000,0.0649,0.6576,2019-10,36.214917917720605
ODC,71005000,0.68,21569000.0,209079000,62150000,169590000,209079000.0,7578000,0.0825,0.7027,2020-01,33.5706350235712
ODC,76256000,0.66,20548000.0,215981000,69326000,172504000,215981000.0,7999000,0.0881,0.679,2020-04,34.93126987275623
ODC,64844000,0.85,40890000.0,235882000,87918000,176579000,235882000.0,20193000,0.1493,0.6272,2020-07,36.24312502145767
ODC,76097000,0.57,31291000.0,227371000,77055000,178761000,227371000.0,-3435000,0.084,0.6611,2020-10,34.73639347514168
ODC,74500000,0.62,30708000.0,228197000,75756000,181265000,228197000.0,6520000,0.0914,0.668,2021-01,35.585079435318235
ODC,76255000,0.32,30318000.0,229634000,76695000,181703000,229634000.0,5255000,0.0632,0.666,2021-04,35.55365087115575
ODC,78129000,0.09,24591000.0,227566000,68334000,180443000,227566000.0,5296000,-0.0352,0.6997,2021-07,34.94140648841858
ODC,82460000,0.08,13055000.0,223888000,67587000,179164000,223888000.0,-596000,-0.0153,0.6981,2021-10,33.672096683133034
ODC,87210000,0.29,29009000.0,247214000,93923000,179322000,247214000.0,657000,0.0833,0.62,2022-01,29.04428563799177
ODC,85761000,-0.32,22825000.0,241452000,95697000,175368000,241452000.0,5399000,0.0514,0.6036,2022-04,27.501451523073257
ODC,93158000,0.79,16298000.0,249611000,99262000,178754000,249611000.0,3557000,0.0968,0.6023,2022-07,26.56265634298325
ODC,98539000,0.8,10470000.0,249113000,95085000,182135000,249113000.0,2814000,0.1126,0.6183,2022-10,32.96377056934794
ODC,101669000,0.58,13951000.0,256044000,99070000,184133000,256044000.0,11403000,0.0357,0.613,2023-01,39.296349177284846
ODC,105425000,1.28,29746000.0,270296000,103201000,190800000,270296000.0,22574000,0.1194,0.6181,2023-04,50.47225786024524
ODC,107388000,1.79,31754000.0,286235000,109159000,200796000,286235000.0,12973000,0.1467,0.6186,2023-07,62.90140616893768
ODC,111438000,1.61,29579000.0,288768000,102852000,209585000,288768000.0,8564000,0.1591,0.6438,2023-10,61.33833331153507
PPL,1354000000,-0.01,486000000.0,12368000000,9608000000,967000000,12368000000.0,-2000000,-0.0141,0.2231,2002-03,16.623161554336548
PPL,1301000000,-0.09,193000000.0,12194000000,9479000000,887000000,12194000000.0,21000000,0.0026,0.2226,2002-06,15.187437980894058
PPL,1462000000,0.4,339000000.0,15702000000,13150000000,956000000,15702000000.0,408000000,0.2284,0.1625,2002-09,15.308298247201105
PPL,1426000000,0.37,245000000.0,15552000000,13210000000,1013000000,15552000000.0,375000000,0.238,0.1505,2002-12,16.393316022811398
PPL,1488000000,0.71,397000000.0,15953000000,13367000000,1187000000,15953000000.0,154000000,0.2898,0.1621,2003-03,18.111368754553418
PPL,1339000000,0.34,370000000.0,16012000000,13027000000,1235000000,16012000000.0,344000000,0.3131,0.1864,2003-06,18.86395469544426
PPL,1462000000,0.48,587000000.0,15934000000,12876000000,1339000000,15934000000.0,521000000,0.0147,0.1919,2003-09,19.060287869165816
PPL,1288000000,0.68,476000000.0,17123000000,13759000000,1478000000,17123000000.0,321000000,0.101,0.1964,2003-12,21.025378473343387
PPL,1519000000,0.5,572000000.0,17583000000,14043000000,1582000000,17583000000.0,317000000,0.1021,0.2013,2004-03,20.06468452945832
PPL,1361000000,0.4,358000000.0,17234000000,13074000000,1653000000,17234000000.0,-132000000,0.0763,0.2413,2004-06,21.71610841296968
PPL,1454000000,0.52,778000000.0,17573000000,13302000000,1771000000,17573000000.0,867000000,0.1028,0.243,2004-09,23.94673750135634
PPL,1423000000,0.47,616000000.0,17733000000,13387000000,1870000000,17733000000.0,445000000,0.0356,0.245,2004-12,24.96858073819068
PPL,1600000000,0.45,754000000.0,18178000000,13754000000,1951000000,18178000000.0,307000000,0.0338,0.2433,2005-03,26.074906945228577
PPL,1467000000,0.34,481000000.0,17427000000,13015000000,1991000000,17427000000.0,344000000,0.0111,0.2531,2005-06,29.18630599975586
PPL,1620000000,0.52,235000000.0,17763000000,13351000000,2092000000,17763000000.0,472000000,0.0108,0.2483,2005-09,27.89661280314128
PPL,854000000,0.37,555000000.0,17926000000,13401000000,2182000000,17926000000.0,265000000,0.0108,0.2524,2005-12,28.41941753510505
PPL,1650000000,0.74,338000000.0,17892000000,13062000000,2357000000,17892000000.0,297000000,-0.0157,0.2699,2006-03,27.929137850564626
PPL,1504000000,0.48,468000000.0,18339000000,13092000000,2433000000,18339000000.0,398000000,0.0523,0.2861,2006-06,31.46830994742257
PPL,1589000000,0.59,800000000.0,18857000000,13408000000,2553000000,18857000000.0,202000000,0.0615,0.2889,2006-09,32.37812520587255
PPL,1527000000,0.46,794000000.0,19747000000,14565000000,2626000000,19747000000.0,861000000,0.1015,0.2624,2006-12,34.52287542624552
PPL,1546000000,0.53,965000000.0,20107000000,14808000000,2711000000,20107000000.0,286000000,0.1237,0.2635,2007-03,41.70276968819754
PPL,1573000000,0.89,742000000.0,20006000000,14611000000,2937000000,20006000000.0,333000000,0.0908,0.2696,2007-06,45.150428166465154
PPL,1774000000,0.85,574000000.0,19825000000,14639000000,3144000000,19825000000.0,620000000,0.0513,0.2615,2007-09,46.98839060465495
PPL,1605000000,1.12,633000000.0,19972000000,14397000000,3448000000,19972000000.0,332000000,0.0113,0.2791,2007-12,45.05120705776528
PPL,1526000000,0.69,773000000.0,21055000000,15452000000,3583000000,21055000000.0,424000000,0.0471,0.2661,2008-03,45.95483946800232
PPL,1014000000,0.5,955000000.0,23901000000,18699000000,3647000000,23901000000.0,509000000,0.1946,0.2176,2008-06,41.19715269785079
PPL,2971000000,0.54,349000000.0,20506000000,14903000000,3725000000,20506000000.0,228000000,0.0343,0.2732,2008-09,29.12827839927068
PPL,2506000000,0.74,1100000000.0,21405000000,16009000000,3862000000,21405000000.0,428000000,0.0717,0.252,2008-12,27.664382780751875
PPL,2344000000,0.64,631000000.0,21790000000,16234000000,3973000000,21790000000.0,310000000,0.0349,0.2549,2009-03,28.996256086561417
PPL,1671000000,-0.02,973000000.0,22410000000,16572000000,3837000000,22410000000.0,258000000,-0.0623,0.2605,2009-06,28.692442212785995
PPL,1782000000,0.05,696000000.0,21944000000,16007000000,3726000000,21944000000.0,679000000,0.0701,0.2705,2009-09,28.72348885309129
PPL,1710000000,0.41,801000000.0,22165000000,16350000000,3749000000,22165000000.0,605000000,0.0355,0.2623,2009-12,27.65101263600011
PPL,3006000000,0.66,1724000000.0,24935000000,18724000000,3866000000,24935000000.0,798000000,0.1443,0.249,2010-03,24.35817981901623
PPL,1473000000,0.22,4505000000.0,25913000000,17708000000,3818000000,25913000000.0,-226000000,0.1563,0.3166,2010-06,24.977338942270432
PPL,2179000000,0.51,0.0,0,0,0,0.0,1124000000,-1.0,0.0,2010-09,24.65060984899128
PPL,1863000000,0.77,925000000.0,32837000000,24359000000,4082000000,32837000000.0,337000000,0.4814,0.2581,2010-12,23.64661979675293
PPL,2910000000,0.82,1245000000.0,32741000000,23943000000,4312000000,32741000000.0,196000000,0.313,0.2687,2011-03,25.356699867854044
PPL,2489000000,0.35,1269000000.0,40537000000,29618000000,4306000000,40537000000.0,618000000,0.5643,0.2693,2011-06,25.966840653192428
PPL,3120000000,0.76,1511000000.0,40956000000,29840000000,4547000000,40956000000.0,1032000000,0.0,0.2714,2011-09,27.137595615689715
PPL,4218000000,0.79,1202000000.0,42648000000,31552000000,4797000000,42648000000.0,661000000,0.2987,0.2601,2011-12,26.208844984731368
PPL,4112000000,0.93,1103000000.0,44082000000,32547000000,5129000000,44082000000.0,728000000,0.3463,0.2616,2012-03,25.566782179332915
PPL,2549000000,0.46,981000000.0,43508000000,32528000000,5190000000,43508000000.0,219000000,0.0732,0.2523,2012-06,26.96240376669263
PPL,2403000000,0.61,946000000.0,43240000000,32008000000,5335000000,43240000000.0,1147000000,0.0557,0.2597,2012-09,27.01426459140465
PPL,3068000000,0.61,901000000.0,43634000000,33136000000,5478000000,43634000000.0,670000000,0.0231,0.2405,2012-12,27.97833989878169
PPL,2457000000,0.7,853000000.0,43341000000,32799000000,5676000000,43341000000.0,244000000,-0.0168,0.2432,2013-03,28.895811855793
PPL,3450000000,0.68,711000000.0,43746000000,32792000000,5863000000,43746000000.0,703000000,0.0054,0.2504,2013-06,28.689042015681192
PPL,3074000000,0.65,1291000000.0,44988000000,32626000000,6040000000,44988000000.0,1276000000,0.0404,0.2747,2013-09,28.20353120470804
PPL,-1639000000,-0.16,1102000000.0,46259000000,33793000000,5709000000,46259000000.0,633000000,0.0601,0.2694,2013-12,29.02437699225641
PPL,1194000000,0.5,1256000000.0,47973000000,35256000000,5788000000,47973000000.0,931000000,0.1068,0.265,2014-03,31.491225318303183
PPL,1849000000,0.35,1269000000.0,48193000000,34458000000,5768000000,48193000000.0,652000000,0.1016,0.2849,2014-06,31.288239494202628
PPL,1879000000,0.74,1188000000.0,48189000000,34215000000,6017000000,48189000000.0,1045000000,0.0711,0.2899,2014-09,32.65710167657761
PPL,1946000000,1.04,1399000000.0,48606000000,34978000000,6462000000,48606000000.0,775000000,0.0507,0.2803,2014-12,32.14621953041323
PPL,2230000000,0.97,1335000000.0,48921000000,34885000000,6860000000,48921000000.0,673000000,0.0197,0.2869,2015-03,31.27962291051471
PPL,1781000000,-1.13,846000000.0,38244000000,28303000000,2654000000,38244000000.0,640000000,-0.2064,0.2599,2015-06,31.26920639522492
PPL,1878000000,0.58,981000000.0,39246000000,29024000000,2791000000,39246000000.0,718000000,-0.1855,0.2604,2015-09,33.71253979395306
PPL,1780000000,0.59,836000000.0,39301000000,29382000000,2953000000,39301000000.0,584000000,-0.1914,0.2523,2015-12,35.47524580408315
PPL,2011000000,0.71,814000000.0,38709000000,28947000000,3185000000,38709000000.0,557000000,-0.2087,0.2521,2016-03,38.087812423706055
PPL,1785000000,0.71,492000000.0,39528000000,29203000000,3409000000,39528000000.0,613000000,0.0335,0.2612,2016-06,36.00460294693235
PPL,1889000000,0.7,416000000.0,38038000000,28063000000,3624000000,38038000000.0,1060000000,-0.0307,0.2622,2016-09,33.54365091475229
PPL,1832000000,0.68,341000000.0,38315000000,28416000000,3829000000,38315000000.0,660000000,-0.025,0.2583,2016-12,35.76870992106776
PPL,1951000000,0.59,409000000.0,39034000000,28925000000,3962000000,39034000000.0,135000000,0.0083,0.2589,2017-03,38.6533333309113
PPL,1725000000,0.43,467000000.0,39964000000,29474000000,3983000000,39964000000.0,655000000,0.011,0.2624,2017-06,38.66396822248186
PPL,1845000000,0.52,676000000.0,40758000000,30066000000,4066000000,40758000000.0,964000000,0.0715,0.2623,2017-09,35.91999998546782
PPL,1926000000,0.11,485000000.0,41479000000,30718000000,3871000000,41479000000.0,707000000,0.0825,0.2594,2017-12,29.78032793764208
PPL,2126000000,0.65,629000000.0,42388000000,31212000000,4037000000,42388000000.0,566000000,0.0859,0.2636,2018-03,27.68687507510185
PPL,1848000000,0.74,852000000.0,42830000000,31590000000,4266000000,42830000000.0,759000000,0.0717,0.2624,2018-06,29.217301686604817
PPL,1872000000,0.63,842000000.0,43042000000,31259000000,4423000000,43042000000.0,885000000,0.056,0.2737,2018-09,30.40967747472948
PPL,1939000000,0.57,621000000.0,43396000000,31739000000,4593000000,43396000000.0,611000000,0.0462,0.2686,2018-12,31.039677312297204
PPL,2079000000,0.65,518000000.0,44567000000,32395000000,4761000000,44567000000.0,474000000,0.0514,0.2731,2019-03,30.99904765780009
PPL,1803000000,0.61,406000000.0,44204000000,32221000000,4903000000,44204000000.0,596000000,0.032,0.271,2019-06,30.202063454522023
PPL,1933000000,0.66,670000000.0,44559000000,32657000000,5080000000,44559000000.0,818000000,0.0352,0.2671,2019-09,33.47920632740808
PPL,-213000000,0.49,815000000.0,45680000000,32689000000,5127000000,45680000000.0,539000000,0.0526,0.2843,2019-12,32.40209650224255
PPL,1440000000,0.72,915000000.0,46328000000,33087000000,5360000000,46328000000.0,692000000,0.0395,0.2858,2020-03,25.9973016769167
PPL,1263000000,0.45,1278000000.0,46520000000,33476000000,5383000000,46520000000.0,607000000,0.0523,0.2803,2020-06,26.957777810475186
PPL,1400000000,0.37,746000000.0,47924000000,34238000000,5345000000,47924000000.0,948000000,0.0755,0.2855,2020-09,28.390634900047665
PPL,1371000000,0.38,442000000.0,48116000000,34743000000,5315000000,48116000000.0,499000000,0.0533,0.2779,2020-12,28.00241931792229
PPL,1498000000,-2.39,421000000.0,47781000000,36227000000,3155000000,47781000000.0,663000000,0.0313,0.2418,2021-03,28.90761902218773
PPL,1288000000,0.03,7629000000.0,36759000000,21807000000,2854000000,36759000000.0,858000000,-0.2098,0.4067,2021-06,28.8660317981054
PPL,1512000000,0.27,4767000000.0,34171000000,19595000000,2743000000,34171000000.0,457000000,-0.2869,0.4265,2021-09,28.837777697850782
PPL,1485000000,0.18,3571000000.0,33223000000,19500000000,2572000000,33223000000.0,292000000,-0.3095,0.413,2021-12,28.235238150944785
PPL,1782000000,0.37,4249000000.0,34107000000,20242000000,2697000000,34107000000.0,502000000,-0.2861,0.4065,2022-03,28.72790321227043
PPL,1696000000,0.16,336000000.0,37062000000,23189000000,2649000000,37062000000.0,477000000,0.0082,0.3743,2022-06,28.68238100929866
PPL,2134000000,0.24,303000000.0,37378000000,23494000000,2658000000,37378000000.0,532000000,0.0938,0.3714,2022-09,27.494285765148344
PPL,2290000000,0.26,356000000.0,37837000000,23919000000,2681000000,37837000000.0,219000000,0.1388,0.3678,2022-12,28.32080644176852
PPL,2415000000,0.39,460000000.0,38302000000,24266000000,2788000000,38302000000.0,430000000,0.1229,0.3664,2023-03,27.59806454566217
PPL,1823000000,0.15,326000000.0,38296000000,24337000000,2721000000,38296000000.0,412000000,0.0332,0.3645,2023-06,25.85904754154265
PPL,2043000000,0.31,353000000.0,38629000000,24617000000,2775000000,38629000000.0,806000000,0.0334,0.3627,2023-09,25.361745985727463
PWOD,5298000,0.34,15687000.0,428716000,372678000,8265000,428716000.0,4157000,0.1021,0.1307,2002-03,17.244791626930237
PWOD,5373000,0.33,12887000.0,444926000,386590000,9486000,444926000.0,1535000,0.1151,0.1311,2002-06,16.931217284429643
PWOD,5914000,0.39,18807000.0,464242000,402814000,11043000,464242000.0,1815000,0.1297,0.1323,2002-09,17.2008179558648
PWOD,7126000,0.03,11731000.0,472206000,409064000,11749000,472206000.0,1065000,0.1115,0.1337,2002-12,20.38791145816926
PWOD,5989000,0.36,17898000.0,494202000,429362000,13028000,494202000.0,3497000,0.1527,0.1312,2003-03,23.36099085732112
PWOD,7843000,0.55,14109000.0,515209000,446194000,15455000,515209000.0,838000,0.1579,0.1339,2003-06,22.2562931302994
