Symbol,revenue,eps_basic,cash_and_equiv,total_assets,total_liabilities,retained_earnings,total_liabilities_and_equity,cf_cfo,total_assets_growth,equity_to_assets,period_end_date,Average_Stock_Value_After_Result
HR,42283000,0.07,8519000.0,1495492000,863497000,-650237000,1495492000.0,26967000,-0.1388,0.4226,2007-12,24.72016384562508
HR,41460000,0.14,11068000.0,1493361000,872901000,-662971000,1493361000.0,31758000,-0.0992,0.4154,2008-03,27.091406226158146
HR,42241000,0.28,4882000.0,1490100000,874124000,-669738000,1490100000.0,10968000,0.0311,0.4133,2008-06,27.68476195562453
HR,43996000,0.11,5156000.0,1578529000,779194000,-682753000,1578529000.0,35336000,0.0518,0.5063,2008-09,22.10333336724176
HR,46624000,0.28,4138000.0,1864780000,1068533000,-1426720000,1864780000.0,27189000,0.2469,0.4269,2008-12,16.265806367320398
HR,52237000,0.36,12376000.0,1847468000,1051213000,-691810000,1847468000.0,27528000,0.2371,0.4309,2009-03,16.30968257359096
HR,54461000,0.29,4707000.0,1844585000,1053231000,-697907000,1844585000.0,18266000,0.2378,0.429,2009-06,20.055714198521205
HR,53086000,0.16,5088000.0,1879561000,1099753000,-711655000,1879561000.0,36587000,0.1907,0.4148,2009-09,21.389047592405287
HR,47078000,0.08,5851000.0,1935764000,1145616000,-730140000,1935764000.0,20833000,0.038,0.4081,2009-12,21.76774197240029
HR,47123000,0.08,11045000.0,1932702000,1140011000,-1536522000,1932702000.0,28337000,0.0461,0.4101,2010-03,23.08920633225214
HR,49541000,0.11,4455000.0,1930449000,1105423000,-1555475000,1930449000.0,21204000,0.0465,0.4273,2010-06,23.265555548289463
HR,48651000,-0.05,11177000.0,2069863000,1246854000,-1574586000,2069863000.0,19434000,0.1012,0.3976,2010-09,22.25650802491204
HR,41533000,0.0,113321000.0,2357309000,1514569000,-797761000,2357309000.0,18781000,0.2177,0.3575,2010-12,21.81841253855872
HR,49953000,-0.09,3007000.0,2296712000,1394265000,-823795000,2296712000.0,9674000,0.1883,0.3929,2011-03,21.86190474979461
HR,54580000,0.03,17776000.0,2386181000,1369353000,-844109000,2386181000.0,36821000,0.236,0.4261,2011-06,18.068888936723983
HR,56112000,0.01,4054000.0,2487573000,1464995000,-866810000,2487573000.0,20751000,0.2018,0.411,2011-09,17.742063522338867
HR,120430000,0.04,4738000.0,2521022000,1516216000,-890577000,2521022000.0,40606000,0.0694,0.3985,2011-12,20.63499989048127
HR,76165000,0.04,6610000.0,2503654000,1517927000,-907498000,2503654000.0,10937000,0.0901,0.3937,2012-03,21.927460231478253
HR,77593000,0.04,3103000.0,2472324000,1506129000,-927988000,2472324000.0,41860000,0.0361,0.3908,2012-06,24.18936502365839
HR,76937000,0.08,8781000.0,2470776000,1319709000,-945574000,2470776000.0,19730000,-0.0067,0.4658,2012-09,23.514590153928665
HR,70511000,-0.08,6776000.0,2539972000,1419028000,-978136000,2539972000.0,43870000,0.0075,0.4413,2012-12,26.043278647250816
HR,80273000,-0.01,94171000.0,2655250000,1518634000,-1005881000,2655250000.0,3133000,0.0605,0.428,2013-03,27.940156310796738
HR,81818000,-0.27,1152000.0,2597390000,1419222000,-1057401000,2597390000.0,40422000,0.0505,0.4535,2013-06,24.338730070326065
HR,83666000,0.21,7160000.0,2644863000,1386534000,-1066390000,2644863000.0,28384000,0.0704,0.4757,2013-09,22.677936493404328
HR,86023000,0.14,8671000.0,2729662000,1484376000,-1082761000,2729662000.0,48858000,0.0746,0.4562,2013-12,22.92467729506954
HR,90571000,0.04,10169000.0,2721124000,1499330000,-1107711000,2721124000.0,8293000,0.0248,0.449,2014-03,24.9246032654293
HR,91671000,0.06,17523000.0,2750110000,1530760000,-1130598000,2750110000.0,42919000,0.0587,0.4433,2014-06,24.784285772414435
HR,93613000,0.04,1684000.0,2741324000,1521817000,-1155870000,2741324000.0,26438000,0.0364,0.4448,2014-09,26.026190500410777
HR,94999000,0.18,3519000.0,2757510000,1536456000,-1167245000,2757510000.0,47720000,0.0102,0.4428,2014-12,28.479516090885287
HR,96456000,0.05,10417000.0,2788455000,1559270000,-1191695000,2788455000.0,17104000,0.0247,0.4408,2015-03,25.10809519934276
HR,96708000,0.18,8431000.0,2740572000,1512143000,-1203901000,2740572000.0,50688000,-0.0034,0.4482,2015-06,23.793650823926168
HR,96725000,0.28,8497000.0,2741686000,1512988000,-1206545000,2741686000.0,45518000,0.0001,0.4481,2015-09,26.660476290990434
HR,98582000,0.19,4102000.0,2816726000,1573979000,-1218075000,2816726000.0,40673000,0.0214,0.4412,2015-12,29.031967194353943
HR,100021000,0.09,2174000.0,2841615000,1548616000,-1239646000,2841615000.0,23587000,0.019,0.455,2016-03,31.65312507748604
HR,102642000,0.12,9026000.0,2882064000,1531616000,-1259014000,2882064000.0,35892000,0.0516,0.4685,2016-06,35.13095225985088
HR,103659000,0.1,12649000.0,2991721000,1357127000,-1281939000,2991721000.0,42941000,0.0911,0.5463,2016-09,30.47920644850958
HR,105633000,0.48,5409000.0,3040647000,1387233000,-1264263000,3040647000.0,48852000,0.0794,0.5437,2016-12,30.94193538542717
HR,104644000,0.28,1478000.0,3039236000,1385945000,-1267355000,3039236000.0,29372000,0.0695,0.5439,2017-03,33.62952395847866
HR,105318000,0.22,2033000.0,2958498000,1312221000,-1277091000,2958498000.0,54599000,0.0265,0.5564,2017-06,33.04888894822862
HR,107025000,0.02,196981000.0,3145704000,1281442000,-1308880000,3145704000.0,45394000,0.0514,0.5926,2017-09,32.46380966428726
HR,107750000,-0.32,6215000.0,3193585000,1403702000,-1383498000,3193585000.0,50401000,0.0502,0.5604,2017-12,28.562295038192
HR,112124000,0.07,3796000.0,3183420000,1418872000,-1411874000,3183420000.0,40820000,0.0474,0.5542,2018-03,27.49578109383583
HR,111634000,0.3,7414000.0,3214690000,1446634000,-1411715000,3214690000.0,56408000,0.0865,0.5499,2018-06,29.8528570750403
HR,113462000,0.05,10027000.0,3201083000,1460831000,-1442736000,3201083000.0,53452000,0.0176,0.5436,2018-09,29.02112908517161
HR,113169000,0.13,8381000.0,3191247000,1474605000,-1463993000,3191247000.0,57675000,-0.0007,0.5379,2018-12,31.330806455304547
HR,112657000,0.04,11313000.0,3362523000,1556744000,-1496716000,3362523000.0,34804000,0.0562,0.537,2019-03,31.688095183599565
HR,116317000,0.03,7617000.0,3428547000,1659103000,-1531003000,3428547000.0,55876000,0.0665,0.516,2019-06,32.74158723013742
HR,119799000,0.02,11809000.0,3491158000,1685997000,-1567255000,3491158000.0,67793000,0.0906,0.517,2019-09,33.16253970918201
HR,121524000,0.2,657000.0,3563855000,1663846000,-1580166000,3563855000.0,54665000,0.1167,0.5331,2019-12,34.03774181489022
HR,124807000,0.03,103370000.0,3747649000,1888221000,-1616267000,3747649000.0,38444000,0.1145,0.4961,2020-03,29.90952385796441
HR,123690000,0.56,43680000.0,3731953000,1802592000,-1581264000,3731953000.0,66795000,0.0884,0.5169,2020-06,28.75555556161063
HR,125252000,0.06,121992000.0,3711451000,1811076000,-1613849000,3711451000.0,306325000,0.0631,0.512,2020-09,30.06476196410164
HR,125880000,-0.13,15303000.0,3812260000,1863884000,-1670528000,3812260000.0,58525000,0.0697,0.511,2020-12,30.07419349301246
HR,130339000,0.17,12087000.0,3854105000,1855996000,-1689288000,3854105000.0,42496000,0.0284,0.5184,2021-03,31.14460303291441
HR,131423000,0.16,18739000.0,3964679000,1868425000,-1710213000,3964679000.0,63133000,0.0623,0.5287,2021-06,30.65412699987018
HR,136632000,-0.02,16000000.0,4069199000,1953866000,-1756301000,4069199000.0,64626000,0.0963,0.5198,2021-09,32.06571424575079
HR,136424000,0.14,13175000.0,4258919000,2073803000,-1779325000,4258919000.0,62374000,0.1171,0.513,2021-12,29.510952389429487
HR,142894000,0.28,22694000.0,4410485000,2197603000,-1783958000,4410485000.0,43771000,0.1443,0.5017,2022-03,27.946774052035423
HR,145327000,0.04,34312000.0,4548877000,2371010000,-1824925000,4548877000.0,70350000,0.1473,0.4787,2022-06,24.783809571039107
HR,306354000,0.08,57583000.0,14195443000,6356417000,-1868673000,14195443000.0,12538000,2.4885,0.5522,2022-09,19.642698439340744
HR,338062000,-0.09,60961000.0,13849631000,6169813000,-2022507000,13849631000.0,146088000,2.2519,0.5545,2022-12,20.14967752272083
HR,332925000,-0.23,49941000.0,13568884000,6102045000,-2227820000,13568884000.0,69190000,2.0765,0.5502,2023-03,19.31838700079149
HR,338143000,-0.22,35904000.0,13394347000,6108443000,-2428770000,13394347000.0,185132000,1.9445,0.5439,2023-06,17.74682547554137
HR,342260000,-0.18,24668000.0,13103728000,5994945000,-2614817000,13103728000.0,118182000,-0.0769,0.5425,2023-09,15.270634923662458
K,2061800000,0.37,261000000.0,10311300000,9369000000,1614400000,10311300000.0,287500000,-0.0423,0.0913,2002-03,33.4887031018734
K,2125100000,0.42,196300000.0,10247800000,9182500000,1684900000,10247800000.0,276200000,-0.0276,0.1039,2002-06,31.177136890471928
K,2136500000,0.5,461200000.0,10449500000,9355300000,1784600000,10449500000.0,506800000,-0.013,0.1047,2002-09,31.81220635913668
K,1980700000,0.47,100600000.0,10219300000,9324200000,1873000000,10219300000.0,-70600000,-0.0143,0.0875,2002-12,29.64440407291536
K,2147500000,0.4,136800000.0,10258000000,9349000000,1934000000,10258000000.0,188300000,-0.0051,0.0886,2003-03,31.229301785665847
K,2247400000,0.5,160700000.0,10263100000,9180800000,2035200000,10263100000.0,272100000,0.0014,0.1054,2003-06,31.76108511667403
K,2281600000,0.57,341900000.0,10388600000,9170900000,2163300000,10388600000.0,522600000,-0.0058,0.1172,2003-09,32.99962755233523
K,2135000000,0.46,141200000.0,10142700000,8699500000,2247700000,10142700000.0,188000000,-0.0074,0.1422,2003-12,36.12009688346617
K,2390500000,0.54,196100000.0,10304900000,8732900000,2363400000,10304900000.0,253600000,0.0045,0.1525,2004-03,39.221111605244296
K,2387300000,0.58,211300000.0,10294800000,8560600000,2467300000,10294800000.0,235900000,0.003,0.1684,2004-06,39.01930115714906
K,2445300000,0.6,423000000.0,10469200000,8597900000,2622000000,10469200000.0,539600000,0.0077,0.1787,2004-09,40.99813697451637
K,2390800000,0.45,417400000.0,10561900000,8304700000,2701300000,10561900000.0,199900000,0.0413,0.2137,2004-12,41.37891880158456
K,2572300000,0.62,265300000.0,10485500000,8194900000,2846200000,10485500000.0,210000000,0.0175,0.2184,2005-03,41.9413143992424
K,2587200000,0.63,303200000.0,10534800000,8057400000,3026700000,10534800000.0,377400000,0.0233,0.2351,2005-06,42.281242915562224
K,2623400000,0.66,463500000.0,10706900000,8046700000,3186100000,10706900000.0,547300000,0.0227,0.2484,2005-09,42.1016470893981
K,2394100000,0.47,219000000.0,10575000000,8291000000,3266000000,10575000000.0,8300000,0.0012,0.2159,2005-12,41.48462818514916
K,2727000000,0.69,260600000.0,10787800000,8865100000,3431300000,10787800000.0,164000000,0.0288,0.1782,2006-03,43.20858480059911
K,2773000000,0.68,315100000.0,10895100000,8726100000,3588300000,10895100000.0,338000000,0.0342,0.199,2006-06,46.24845365494016
K,2823000000,0.71,462700000.0,11089200000,8622500000,3753700000,11089200000.0,610000000,0.0357,0.2224,2006-09,46.77949166676355
K,2584000000,0.46,411000000.0,10714000000,8645000000,3630000000,10714000000.0,298000000,0.0131,0.1931,2006-12,47.06842134819656
K,2963000000,0.81,236000000.0,10685000000,8410000000,3831000000,10685000000.0,355000000,-0.0095,0.2129,2007-03,49.40353242177812
K,3015000000,0.76,574000000.0,11123000000,8722000000,4011000000,11123000000.0,395000000,0.0209,0.2158,2007-06,50.44667991759285
K,3004000000,0.77,576000000.0,11272000000,8765000000,4190000000,11272000000.0,503000000,0.0164,0.2224,2007-09,50.34220141456241
K,2794000000,0.45,524000000.0,11397000000,8871000000,4217000000,11397000000.0,250000000,0.0637,0.2216,2007-12,47.35903980692879
K,3258000000,0.82,532000000.0,11932000000,9698000000,4399000000,11932000000.0,248000000,0.1167,0.1872,2008-03,48.44468891620636
K,3343000000,0.82,556000000.0,11993000000,9489000000,4590000000,11993000000.0,441000000,0.0782,0.2087,2008-06,50.51896546378968
K,3288000000,0.9,684000000.0,12038000000,9419000000,4790000000,12038000000.0,499000000,0.0679,0.2175,2008-09,44.0569342961387
K,2933000000,0.47,255000000.0,10946000000,9491000000,4836000000,10946000000.0,79000000,-0.0395,0.1329,2008-12,38.35044707021406
K,3169000000,0.84,304000000.0,10974000000,9349000000,5027000000,10974000000.0,245000000,-0.0802,0.148,2009-03,39.74200742206876
K,3229000000,0.93,424000000.0,11262000000,9290000000,5246000000,11262000000.0,451000000,-0.0609,0.1751,2009-06,44.62538201468332
K,3277000000,0.94,527000000.0,11520000000,9490000000,5461000000,11520000000.0,534000000,-0.043,0.1762,2009-09,48.77919345431857
K,2900000000,0.46,334000000.0,11200000000,8925000000,5481000000,11200000000.0,413000000,0.0232,0.2031,2009-12,50.07102837101106
K,3318000000,1.1,387000000.0,11389000000,8948000000,5750000000,11389000000.0,250000000,0.0378,0.2143,2010-03,50.51374913775732
K,3062000000,0.8,471000000.0,11385000000,9001000000,5903000000,11385000000.0,343000000,0.0109,0.2093,2010-06,47.61979318043542
K,3157000000,0.91,559000000.0,11724000000,9506000000,6087000000,11724000000.0,486000000,0.0177,0.1891,2010-09,46.87622027926975
K,2860000000,0.63,444000000.0,11847000000,9693000000,6122000000,11847000000.0,-71000000,0.0577,0.1818,2010-12,49.48774125840929
K,3485000000,1.0,404000000.0,12188000000,9884000000,6325000000,12188000000.0,310000000,0.0701,0.189,2011-03,52.29182482522632
K,3386000000,0.94,457000000.0,12356000000,9888000000,6511000000,12356000000.0,336000000,0.0852,0.1997,2011-06,50.705417814708895
K,3312000000,0.81,582000000.0,12263000000,9978000000,6644000000,12263000000.0,623000000,0.0459,0.1863,2011-09,48.06215062217107
K,3015000000,0.65,460000000.0,11943000000,10145000000,5305000000,11943000000.0,326000000,0.0081,0.1505,2011-12,48.460245501610544
K,3440000000,0.98,404000000.0,12134000000,10070000000,6917000000,12134000000.0,340000000,-0.0044,0.1701,2012-03,47.45524996802921
K,3474000000,0.91,230000000.0,14640000000,12487000000,7061000000,14640000000.0,340000000,0.1848,0.147,2012-06,46.90498545813182
K,3720000000,0.89,305000000.0,14854000000,12416000000,7196000000,14854000000.0,695000000,0.2112,0.1641,2012-09,50.83137074454886
K,3563000000,-0.09,281000000.0,15169000000,12704000000,5615000000,15169000000.0,383000000,0.2701,0.1625,2012-12,56.07511745515417
K,3861000000,0.86,252000000.0,15224000000,12382000000,5749000000,15224000000.0,338000000,0.2546,0.1866,2013-03,60.29518783092499
K,3714000000,0.96,262000000.0,15076000000,12457000000,5939000000,15076000000.0,367000000,0.0297,0.1737,2013-06,59.71473294212704
K,3716000000,0.9,300000000.0,15220000000,12324000000,6098000000,15220000000.0,684000000,0.0246,0.1902,2013-09,57.57373846144903
K,3501000000,2.26,273000000.0,15474000000,11867000000,6749000000,15474000000.0,418000000,0.0201,0.2331,2013-12,56.7596547526698
K,3742000000,1.13,284000000.0,15728000000,12156000000,6985000000,15728000000.0,268000000,0.0331,0.2271,2014-03,62.57619785127186
K,3685000000,0.82,290000000.0,15813000000,12000000000,7113000000,15813000000.0,386000000,0.0488,0.2411,2014-06,60.360831911601714
K,3639000000,0.63,426000000.0,15772000000,12327000000,7161000000,15772000000.0,523000000,0.0362,0.2184,2014-09,60.02280341254341
K,3514000000,-0.82,443000000.0,15153000000,12302000000,6689000000,15153000000.0,616000000,-0.0207,0.1881,2014-12,61.15144637323195
K,3556000000,0.64,349000000.0,15208000000,12556000000,6739000000,15208000000.0,160000000,-0.033,0.1743,2015-03,59.8180194430881
K,3498000000,0.63,294000000.0,14962000000,12288000000,6789000000,14962000000.0,421000000,-0.0538,0.1787,2015-06,62.36828389243474
K,3329000000,0.58,299000000.0,15518000000,12845000000,6815000000,15518000000.0,388000000,-0.0161,0.1722,2015-09,65.28817361498636
K,3142000000,-0.12,251000000.0,15251000000,13113000000,6597000000,15251000000.0,722000000,0.0064,0.1401,2015-12,68.98807025346599
K,3395000000,0.5,310000000.0,15297000000,13256000000,6595000000,15297000000.0,5000000,0.0058,0.1334,2016-03,71.67884385585785
K,3268000000,0.8,531000000.0,15387000000,13387000000,6701000000,15387000000.0,643000000,0.0284,0.1299,2016-06,76.56844717358786
K,3254000000,0.83,346000000.0,15319000000,13119000000,6807000000,15319000000.0,373000000,-0.0128,0.1436,2016-09,69.53871409098308
K,3048000000,-0.15,280000000.0,15111000000,13185000000,6571000000,15111000000.0,250000000,-0.0091,0.1274,2016-12,69.02392848845452
K,3248000000,0.76,298000000.0,15427000000,13405000000,6650000000,15427000000.0,-34000000,0.0084,0.131,2017-03,67.29607246035621
K,3175000000,0.81,334000000.0,15535000000,13685000000,6752000000,15535000000.0,126000000,0.0096,0.119,2017-06,63.1550787062872
K,3246000000,0.83,267000000.0,15641000000,13698000000,6862000000,15641000000.0,98000000,0.021,0.1242,2017-09,60.18838955107189
K,3185000000,1.24,281000000.0,16351000000,14157000000,7069000000,16351000000.0,213000000,0.082,0.1341,2017-12,63.105210288626246
K,3401000000,1.28,370000000.0,16702000000,14148000000,7334000000,16702000000.0,228000000,0.0826,0.1529,2018-03,59.48224753141403
K,3360000000,1.72,257000000.0,17901000000,14497000000,7743000000,17901000000.0,219000000,0.1523,0.1901,2018-06,67.36045897953095
K,3469000000,1.1,309000000.0,18114000000,14499000000,7929000000,18114000000.0,479000000,0.1581,0.1995,2018-09,60.485537067536384
K,3317000000,-0.24,321000000.0,17780000000,14621000000,7652000000,17780000000.0,610000000,0.0873,0.1776,2018-12,53.39058026959819
K,3522000000,0.82,272000000.0,18465000000,15368000000,7762000000,18465000000.0,70000000,0.1055,0.1677,2019-03,53.096206725589816
K,3461000000,0.84,340000000.0,18669000000,15457000000,7858000000,18669000000.0,450000000,0.0429,0.172,2019-06,57.09754822746156
K,3372000000,0.73,453000000.0,17499000000,14211000000,7910000000,17499000000.0,405000000,-0.0339,0.1878,2019-09,60.51792241656591
K,3223000000,0.43,397000000.0,17564000000,14250000000,7859000000,17564000000.0,251000000,-0.0121,0.1886,2019-12,61.45252197019516
K,3412000000,1.01,1016000000.0,18240000000,15028000000,8010000000,18240000000.0,391000000,-0.0121,0.176,2020-03,60.431030636742
K,3465000000,1.02,1047000000.0,18551000000,15145000000,8166000000,18551000000.0,580000000,-0.0063,0.1836,2020-06,63.476563166058256
K,3429000000,1.02,1329000000.0,18922000000,15336000000,8318000000,18922000000.0,622000000,0.0813,0.1895,2020-09,60.13741714235336
K,3464000000,0.6,435000000.0,17996000000,14360000000,8326000000,17996000000.0,393000000,0.0245,0.202,2020-12,55.97592015420237
K,3584000000,1.07,391000000.0,18064000000,14409000000,8506000000,18064000000.0,235000000,-0.0096,0.2023,2021-03,60.71868242536272
K,3555000000,1.12,395000000.0,18213000000,14333000000,8688000000,18213000000.0,452000000,-0.0182,0.213,2021-06,59.93397437201606
K,3622000000,0.9,440000000.0,18407000000,14398000000,8796000000,18407000000.0,458000000,-0.0272,0.2177,2021-09,58.99500698513455
K,986000000,1.27,286000000.0,18178000000,13963000000,9028000000,18178000000.0,556000000,0.0101,0.2318,2021-12,60.13682083856492
K,3672000000,1.24,313000000.0,18612000000,14317000000,9254000000,18612000000.0,327000000,0.0303,0.2307,2022-03,64.87566252677671
K,3864000000,0.96,323000000.0,18937000000,14379000000,9387000000,18937000000.0,478000000,0.0397,0.2406,2022-06,68.78426058330233
K,3946000000,0.91,373000000.0,19016000000,14278000000,9499000000,19016000000.0,375000000,0.033,0.2491,2022-09,67.86586216517857
K,1171000000,-0.29,299000000.0,18496000000,14121000000,9197000000,18496000000.0,471000000,0.0174,0.2365,2022-12,63.17310296335528
K,4053000000,0.87,347000000.0,18630000000,14151000000,9293000000,18630000000.0,276000000,0.0009,0.2404,2023-03,63.76480410175939
K,4041000000,1.04,308000000.0,18101000000,13880000000,9447000000,18101000000.0,368000000,-0.0441,0.2331,2023-06,59.48565437680199
K,3939000000,0.79,1099000000.0,18695000000,14418000000,9509000000,18695000000.0,756000000,-0.0168,0.2287,2023-09,52.255238063751705
KMB,3330900000,0.84,359700000.0,14995900000,8947800000,0,14995900000.0,521100000,0.036,0.4033,2002-03,62.04967623949051
KMB,3408900000,0.82,380400000.0,15529800000,9296900000,0,15529800000.0,796800000,0.0615,0.4013,2002-06,56.36594699677967
KMB,3486700000,0.85,489200000.0,15416300000,9164000000,0,15416300000.0,557000000,0.0197,0.4055,2002-09,48.84292887127589
KMB,3005000000,0.72,494500000.0,15639600000,9733800000,10054000000,15639600000.0,542500000,0.0421,0.3776,2002-12,43.64070769279234
KMB,3459700000,0.78,363800000.0,15725700000,9587800000,0,15725700000.0,520700000,0.0486,0.3903,2003-03,48.12080546787807
KMB,3544600000,0.82,376800000.0,16169700000,9591700000,0,16169700000.0,688700000,0.0412,0.4068,2003-06,48.39200107635013
KMB,3641600000,0.83,305000000.0,16405700000,9654200000,10788700000,16405700000.0,809700000,0.0641,0.4115,2003-09,51.92393747965495
KMB,3380400000,0.91,290600000.0,16779900000,9715300000,11059200000,16779900000.0,589400000,0.0729,0.421,2003-12,58.13178474672379
KMB,3711500000,0.92,329000000.0,16888100000,9589500000,0,16888100000.0,614900000,0.0739,0.4321,2004-03,62.20378586553758
KMB,3687300000,0.91,362300000.0,16724100000,9645700000,0,16724100000.0,735900000,0.0342,0.4232,2004-06,62.677867647201296
KMB,3783000000,0.9,315500000.0,16717200000,9786100000,0,16717200000.0,743200000,0.0189,0.4146,2004-09,60.6428341941228
KMB,3901400000,0.92,594000000.0,17018000000,10020100000,11865900000,17018000000.0,875600000,0.0141,0.4112,2004-12,62.72105899933846
KMB,3905800000,0.94,833500000.0,17034100000,10154900000,0,17034100000.0,608400000,0.0086,0.4038,2005-03,61.51920521259308
KMB,3987100000,0.88,466100000.0,16605200000,9855900000,0,16605200000.0,474300000,-0.0071,0.4064,2005-06,59.66777747017996
KMB,4000800000,0.69,313400000.0,16289200000,9882400000,0,16289200000.0,553000000,-0.0256,0.3933,2005-09,56.02352808392237
KMB,4008900000,0.79,364000000.0,16303200000,10350500000,12581400000,16303200000.0,676100000,-0.042,0.3651,2005-12,56.53249002272083
KMB,4067900000,0.6,389200000.0,16391500000,10322000000,0,16391500000.0,518900000,-0.0377,0.3702,2006-03,57.14529200962612
KMB,4161400000,0.82,337400000.0,16534900000,10244900000,0,16534900000.0,599800000,-0.0042,0.3804,2006-06,59.704302409338574
KMB,4210400000,0.8,399200000.0,16625800000,10239200000,0,16625800000.0,647800000,0.0206,0.3841,2006-09,63.75306289915054
KMB,4307200000,1.05,360800000.0,17067000000,10547000000,7895600000,17067000000.0,813000000,0.0468,0.382,2006-12,65.78548656526159
KMB,4385300000,0.99,342000000.0,17181600000,10420700000,0,17181600000.0,524500000,0.0482,0.3934,2007-03,67.35743961636982
KMB,4502000000,1.01,457000000.0,17846600000,10723000000,0,17846600000.0,651500000,0.0793,0.3991,2007-06,65.71945995754666
KMB,4620600000,1.05,539600000.0,18324300000,12879600000,0,18324300000.0,567600000,0.1021,0.2971,2007-09,66.45147559756325
KMB,4758100000,1.08,472700000.0,18439700000,12731900000,8747800000,18439700000.0,685300000,0.0804,0.3095,2007-12,62.75230632844519
KMB,4813000000,1.05,524700000.0,18912400000,12884600000,0,18912400000.0,444000000,0.1007,0.3187,2008-03,60.70904278755188
KMB,5006000000,0.99,545800000.0,19625500000,13595100000,0,19625500000.0,753000000,0.0996,0.3072,2008-06,58.31956039913117
KMB,4998000000,0.99,524100000.0,18701200000,13304800000,0,18701200000.0,641000000,0.0205,0.2885,2008-09,54.57471575055804
KMB,4598000000,1.03,364000000.0,18089000000,13807000000,9465000000,18089000000.0,678000000,-0.019,0.2367,2008-12,47.02935101909022
KMB,4493000000,0.98,592000000.0,17573000000,13760000000,0,17573000000.0,692000000,-0.0708,0.2169,2009-03,48.65756607055664
KMB,4727000000,0.97,591000000.0,18146000000,13369000000,0,18146000000.0,997000000,-0.0753,0.2632,2009-06,54.89095863463387
KMB,4913000000,1.4,750000000.0,18588000000,13089000000,0,18588000000.0,791000000,-0.006,0.2958,2009-09,60.38092198447576
KMB,4982000000,1.18,798000000.0,19209000000,13519000000,10329000000,19209000000.0,1001000000,0.0619,0.2962,2009-12,58.545913019487934
KMB,4835000000,0.92,669000000.0,18997000000,13319000000,0,18997000000.0,464000000,0.081,0.2988,2010-03,59.177737947494265
KMB,4857000000,1.2,585000000.0,18713000000,13426000000,0,18713000000.0,587000000,0.0312,0.2825,2010-06,61.87249852740575
KMB,4979000000,1.14,533000000.0,19486000000,13552000000,0,19486000000.0,745000000,0.0483,0.3045,2010-09,60.76351801554362
KMB,5075000000,1.2,876000000.0,19864000000,13662000000,11086000000,19864000000.0,948000000,0.034,0.3122,2010-12,61.88786891150096
KMB,5029000000,0.87,585000000.0,19992000000,14271000000,0,19992000000.0,250000000,0.0523,0.2861,2011-03,63.64394517928835
KMB,5259000000,1.04,908000000.0,20480000000,14623000000,0,20480000000.0,771000000,0.0944,0.2859,2011-06,64.34034898546007
KMB,5382000000,1.1,1232000000.0,19630000000,14167000000,0,19630000000.0,750000000,0.0073,0.2782,2011-09,67.96542358398438
KMB,5176000000,1.02,764000000.0,19373000000,13844000000,8244000000,19373000000.0,517000000,-0.0247,0.2853,2011-12,69.51288161739227
KMB,5241000000,1.19,785000000.0,19557000000,13919000000,0,19557000000.0,585000000,-0.0217,0.2882,2012-03,75.54398939344618
KMB,5269000000,1.27,994000000.0,19596000000,13872000000,0,19596000000.0,740000000,-0.0431,0.2921,2012-06,80.79486859033979
KMB,5246000000,1.31,1249000000.0,20037000000,14198000000,0,20037000000.0,844000000,0.0207,0.2914,2012-09,81.69184187592053
KMB,3711000000,0.68,1106000000.0,19873000000,14586000000,8823000000,19873000000.0,1119000000,0.0258,0.266,2012-12,86.98395238157178
KMB,5318000000,1.37,1109000000.0,19746000000,14761000000,0,19746000000.0,607000000,0.0096,0.2524,2013-03,96.47725892066956
KMB,5267000000,1.37,1160000000.0,19514000000,14854000000,0,19514000000.0,576000000,-0.0041,0.2388,2013-06,92.68030281672402
KMB,5262000000,1.43,1179000000.0,19364000000,14388000000,0,19364000000.0,912000000,-0.0335,0.2569,2013-09,99.78587426079643
KMB,3714000000,1.41,1054000000.0,18919000000,13779000000,9714000000,18919000000.0,945000000,-0.048,0.2716,2013-12,103.48854089552356
KMB,4887000000,1.42,1165000000.0,19002000000,14077000000,0,19002000000.0,437000000,-0.0376,0.2591,2014-03,106.25880795433407
KMB,4953000000,1.35,1369000000.0,19377000000,14481000000,0,19377000000.0,842000000,-0.007,0.2526,2014-06,104.1463111998543
KMB,5056000000,1.51,1431000000.0,18876000000,14328000000,0,18876000000.0,976000000,-0.0252,0.2409,2014-09,110.89431714254712
KMB,4828000000,-0.22,789000000.0,15526000000,14527000000,8470000000,15526000000.0,590000000,-0.1793,0.0643,2014-12,110.55435525217364
KMB,4691000000,1.28,587000000.0,15053000000,14641000000,0,15053000000.0,20000000,-0.2078,0.0273,2015-03,108.92222280350944
KMB,4643000000,-0.84,603000000.0,15346000000,14602000000,0,15346000000.0,772000000,-0.208,0.0484,2015-06,110.24666656009737
KMB,4718000000,1.42,643000000.0,14928000000,14652000000,0,14928000000.0,849000000,-0.2091,0.0184,2015-09,119.93222154889789
KMB,4539000000,0.92,619000000.0,14842000000,14802000000,4994000000,14842000000.0,665000000,-0.044,0.0026,2015-12,129.96114737088564
KMB,4476000000,1.51,635000000.0,14820000000,14491000000,0,14820000000.0,553000000,-0.0154,0.0221,2016-03,130.82499957084656
KMB,4588000000,1.57,656000000.0,14770000000,14346000000,0,14770000000.0,860000000,-0.0375,0.0287,2016-06,129.38841283889045
